id;name;screen_name;location;url;description;protected;verified;followers_count;friends_count;favourites_count;statuses_count;created_at;profile_image_url
989899804200325121;Deputado Cabo Daciolo;CaboDaciolo;;https://t.co/7KIniHXtdK;JUNTO SOMOS FORTES NEM UM PASSO DAREMOS ATRÁS DEUS ESTÁ NO CONTROLE;False;True;112273;0;140;97;2018-04-27 16:11:19;http://pbs.twimg.com/profile_images/1049451140331515904/ijcJXwgn_normal.jpg
