id;name;screen_name;location;url;description;protected;verified;followers_count;friends_count;favourites_count;statuses_count;created_at;profile_image_url
128372940;Jair M. Bolsonaro;jairbolsonaro;Brasília, Brazil;https://t.co/bqpNS6l0al;Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷;False;True;4832501;338;2093;7288;2010-03-31 23:13:44;http://pbs.twimg.com/profile_images/1057631480459886595/9VPdGJJz_normal.jpg
