id;name;screen_name;location;url;description;protected;verified;followers_count;friends_count;favourites_count;statuses_count;created_at;profile_image_url
256730310;João Amoêdo;joaoamoedonovo;Rio de Janeiro, Brazil;https://t.co/kbP8kYcKPp;Um dos fundadores do @partidonovo30, a verdadeira renovação na política. Faça parte, filie-se no link. O NOVO Brasil já começou.;False;True;412726;429;2418;6282;2011-02-23 23:46:17;http://pbs.twimg.com/profile_images/1067811393255219200/k5tHoV-r_normal.jpg
