id;name;screen_name;location;url;description;protected;verified;followers_count;friends_count;favourites_count;statuses_count;created_at;profile_image_url
105155795;Marina Silva;MarinaSilva;Brasil;https://t.co/1yoy2p6qzJ;Professora de história, senadora pelo Acre (1995-2011), ex-ministra do Meio Ambiente.;False;True;2014810;505;3551;9836;2010-01-15 14:33:57;http://pbs.twimg.com/profile_images/1049312962442416129/Ws_XZ6u__normal.jpg
