id;name;screen_name;location;url;description;protected;verified;followers_count;friends_count;favourites_count;statuses_count;created_at;profile_image_url
73889361;José Maria Eymael;Eymaeloficial;Brasil;https://t.co/dOGvILe30s;Advogado. Deputado Federal Constituinte c/ 145 propostas aprovadas. Eleito pelo DIAP um dos 12 líderes do Congresso. Presid. Nacional da Democracia Cristã -DC .;False;True;23455;13478;26;20593;2009-09-13 14:05:01;http://pbs.twimg.com/profile_images/954119884581072896/BqZG-Y80_normal.jpg
