id;name;screen_name;location;url;description;protected;verified;followers_count;friends_count;favourites_count;statuses_count;created_at;profile_image_url
762402774260875265;Guilherme Boulos;GuilhermeBoulos;;;Professor, coordenador do MTST e da Frente Povo Sem Medo. Foi candidato à Presidência da República pelo PSOL em 2018.;False;True;615735;354;2877;4565;2016-08-07 21:39:20;http://pbs.twimg.com/profile_images/1136130945734578176/kikBnGim_normal.jpg
