id;name;screen_name;location;url;description;protected;verified;followers_count;friends_count;favourites_count;statuses_count;created_at;profile_image_url
73745956;Alvaro Dias;alvarodias_;Brasília - Brasil;https://t.co/an9vNSCYAm;Senador Alvaro Dias;False;True;407201;5818;12130;112472;2009-09-12 22:07:40;http://pbs.twimg.com/profile_images/1128357242288394242/2vXvRbde_normal.png
