id;name;screen_name;location;url;description;protected;verified;followers_count;friends_count;favourites_count;statuses_count;created_at;profile_image_url
354095556;Fernando Haddad;Haddad_Fernando;São Paulo;;Sou professor da USP e do Insper, ministro da Educação (2005-2012) e prefeito de São Paulo (2013-2016).;False;True;1547686;325;366;4318;2011-08-13 03:51:21;http://pbs.twimg.com/profile_images/1059241482710929410/7jU0V1mA_normal.jpg
