id;name;screen_name;location;url;description;protected;verified;followers_count;friends_count;favourites_count;statuses_count;created_at;profile_image_url
3108548266;Joao Goulart Filho 54;joaogoulart54;;;João Goulart Filho foi exilado, quando o Golpe de 1964 depôs seu pai, João Goulart, do poder instalando uma ditadura no Brasil. Cursou Filosofia na PUC do RS.;False;True;1796;175;14;105;2015-03-23 20:18:30;http://pbs.twimg.com/profile_images/1033371947994898432/y_dNWCer_normal.jpg
