id;name;screen_name;location;url;description;protected;verified;followers_count;friends_count;favourites_count;statuses_count;created_at;profile_image_url
2670726740;Lula;LulaOficial;;https://t.co/VtUIIAlkIw;Ex-presidente da República do Brasil (2003-2010). Preso político desde 7 de abril de 2018.;False;True;911028;628;2656;18704;2014-07-22 21:36:50;http://pbs.twimg.com/profile_images/1056865819530063872/ZnHn4dgf_normal.jpg
