id;name;screen_name;location;url;description;protected;verified;followers_count;friends_count;favourites_count;statuses_count;created_at;profile_image_url
74215006;Geraldo Alckmin;geraldoalckmin;Sao Paulo, Brazil;https://t.co/uoG8UKMCLL;Pai e avô orgulhoso, marido apaixonado, homem público por vocação. Quatro vezes governador de São Paulo e presidente nacional do PSDB.;False;True;1023037;494;273;33612;2009-09-14 17:49:29;http://pbs.twimg.com/profile_images/1030569622079266816/TGw603tZ_normal.jpg
