id;name;screen_name;location;url;description;protected;verified;followers_count;friends_count;favourites_count;statuses_count;created_at;profile_image_url
634712862;Vera;verapstu;Sao Paulo, Brazil;https://t.co/KEh7TRzv1C;Candidata à presidência da República pelo PSTU;False;True;1919;226;87;2330;2012-07-13 14:59:46;http://pbs.twimg.com/profile_images/1032801849659809792/udawIAU-_normal.jpg
